20101204.0000,137.0000,0.2550,0.2589,0.2050,0.2050,28560.7100,0.2337,0.0166
20101205.0000,71.0000,0.2200,0.2350,0.1900,0.1900,5740.1750,0.2052,0.0113
20101206.0000,41.0000,0.2250,0.2250,0.1841,0.2040,4319.2550,0.1998,0.0114
20101207.0000,106.0000,0.1938,0.2477,0.1701,0.2330,24592.9100,0.2201,0.0241
20101208.0000,33.0000,0.2400,0.2400,0.2200,0.2388,3430.4100,0.2303,0.0070
20101209.0000,136.0000,0.2260,0.2330,0.1701,0.2000,21336.3200,0.2068,0.0128
20101210.0000,45.0000,0.2000,0.2040,0.1825,0.2040,1684.2540,0.1948,0.0090
20101211.0000,41.0000,0.2040,0.2280,0.1907,0.2280,5788.6860,0.2189,0.0096
20101212.0000,32.0000,0.2080,0.2279,0.2068,0.2200,1963.5580,0.2133,0.0075
20101213.0000,52.0000,0.2101,0.2300,0.2100,0.2299,6415.5900,0.2223,0.0059
20101214.0000,54.0000,0.2289,0.2468,0.2100,0.2467,10388.0900,0.2314,0.0096
20101215.0000,27.0000,0.2450,0.2460,0.2380,0.2380,3684.6800,0.2446,0.0029
20101216.0000,47.0000,0.2380,0.2550,0.2222,0.2500,14355.3300,0.2454,0.0101
20101217.0000,11.0000,0.2490,0.2490,0.2400,0.2400,525.5130,0.2477,0.0042
20101218.0000,7.0000,0.2487,0.2488,0.2410,0.2410,169.1090,0.2464,0.0027
20101219.0000,13.0000,0.2480,0.2499,0.2400,0.2401,2000.7570,0.2437,0.0042
20101220.0000,59.0000,0.2401,0.2750,0.2400,0.2670,10682.7000,0.2593,0.0095
20101221.0000,41.0000,0.2600,0.2670,0.2400,0.2400,9225.7890,0.2484,0.0089
20101222.0000,16.0000,0.2440,0.2500,0.2440,0.2500,3800.4580,0.2498,0.0022
20101223.0000,43.0000,0.2480,0.2500,0.2410,0.2500,8650.1480,0.2498,0.0022
20101224.0000,21.0000,0.2500,0.2500,0.2420,0.2480,5033.2490,0.2488,0.0031
20101225.0000,9.0000,0.2475,0.2500,0.2475,0.2499,703.0000,0.2496,0.0011
20101226.0000,29.0000,0.2499,0.2700,0.2464,0.2650,16584.9700,0.2534,0.0072
20101227.0000,29.0000,0.2510,0.2700,0.2510,0.2650,4935.4900,0.2574,0.0050
20101228.0000,47.0000,0.2640,0.2810,0.2612,0.2810,15438.7000,0.2746,0.0067
20101229.0000,75.0000,0.2710,0.3010,0.2710,0.3000,18609.1400,0.2882,0.0071
20101230.0000,8.0000,0.2910,0.3000,0.2910,0.3000,2539.8730,0.2992,0.0038
20101231.0000,37.0000,0.3000,0.3000,0.2920,0.3000,1453.7190,0.2947,0.0039
20110101.0000,16.0000,0.2920,0.3000,0.2920,0.3000,2821.2430,0.2984,0.0040
20110102.0000,26.0000,0.2946,0.3000,0.2890,0.3000,5352.1080,0.2961,0.0034
20110103.0000,25.0000,0.2900,0.2999,0.2900,0.2950,1425.1900,0.2953,0.0035
20110104.0000,21.0000,0.2960,0.2999,0.2890,0.2989,1879.0030,0.2918,0.0034
20110105.0000,8.0000,0.2900,0.2990,0.2900,0.2990,357.1570,0.2973,0.0038
20110106.0000,19.0000,0.2989,0.2990,0.2900,0.2980,3456.4890,0.2984,0.0031
20110107.0000,75.0000,0.2975,0.3220,0.2975,0.3200,42601.1100,0.3087,0.0081
20110108.0000,21.0000,0.3092,0.3229,0.3090,0.3229,1629.4380,0.3142,0.0053
20110109.0000,8.0000,0.3229,0.3230,0.3229,0.3230,1691.3660,0.3229,0.0000
20110110.0000,37.0000,0.3229,0.3290,0.3175,0.3266,10355.8200,0.3245,0.0040
20110111.0000,21.0000,0.3266,0.3266,0.3176,0.3266,4857.8000,0.3250,0.0033
20110112.0000,68.0000,0.3265,0.3557,0.3180,0.3188,31359.7600,0.3351,0.0106
20110113.0000,136.0000,0.3187,0.4050,0.3176,0.3176,20118.8900,0.3552,0.0317
20110114.0000,77.0000,0.3176,0.4500,0.3176,0.4000,27130.9500,0.3941,0.0214
20110115.0000,29.0000,0.4000,0.4000,0.3850,0.3860,1515.6610,0.3900,0.0072
20110116.0000,58.0000,0.3994,0.4000,0.3860,0.3868,2778.7100,0.3905,0.0066
20110117.0000,139.0000,0.3868,0.3868,0.3150,0.3495,18241.1400,0.3487,0.0288
20110118.0000,77.0000,0.3495,0.3495,0.3050,0.3130,15671.5000,0.3159,0.0137
20110119.0000,35.0000,0.3130,0.3130,0.3050,0.3130,7291.6270,0.3082,0.0025
20110120.0000,99.0000,0.3130,0.3900,0.3100,0.3900,19881.9700,0.3471,0.0214
20110121.0000,83.0000,0.3899,0.4400,0.3680,0.4199,8477.5450,0.3954,0.0201
20110122.0000,76.0000,0.4100,0.4443,0.3900,0.4443,10534.2700,0.4285,0.0119
20110123.0000,27.0000,0.4443,0.4443,0.4200,0.4424,1148.4020,0.4405,0.0081
20110124.0000,122.0000,0.4424,0.4424,0.3810,0.4199,11061.9300,0.4083,0.0144
20110125.0000,25.0000,0.4199,0.4250,0.4000,0.4100,2163.7180,0.4165,0.0077
20110126.0000,93.0000,0.4112,0.4200,0.3904,0.4170,15564.8000,0.4058,0.0070
20110127.0000,61.0000,0.4095,0.4500,0.4085,0.4212,27708.1900,0.4362,0.0150
20110128.0000,44.0000,0.4223,0.4460,0.4212,0.4460,5324.4970,0.4323,0.0060
20110129.0000,9.0000,0.4450,0.4450,0.4300,0.4390,1448.3820,0.4444,0.0056
20110130.0000,71.0000,0.4450,0.4800,0.4450,0.4799,10383.5900,0.4599,0.0122
20110131.0000,159.0000,0.4798,0.9500,0.4700,0.5200,63516.0700,0.5150,0.0881
20110201.0000,168.0000,0.5451,0.8500,0.5201,0.7000,31562.1100,0.7371,0.0808
20110202.0000,87.0000,0.7100,0.7600,0.6900,0.7160,5627.4800,0.7332,0.0187
20110203.0000,100.0000,0.7218,0.7500,0.6501,0.6900,8524.5010,0.7114,0.0227
20110204.0000,201.0000,0.7200,0.8800,0.6700,0.8110,42222.1800,0.8045,0.0535
20110205.0000,135.0000,0.8390,0.9200,0.8115,0.9200,15786.8100,0.8636,0.0281
20110206.0000,135.0000,0.9200,0.9200,0.8300,0.8997,8744.1060,0.8702,0.0267
20110207.0000,87.0000,0.8997,0.9000,0.8300,0.8900,2264.2800,0.8610,0.0209
20110208.0000,77.0000,0.8900,0.9180,0.8617,0.9180,7021.2880,0.8982,0.0140
20110209.0000,265.0000,0.9050,1.0900,0.8200,1.0900,49632.5000,0.9561,0.0588
20110210.0000,268.0000,1.0800,1.1000,0.8000,0.9803,26559.6400,0.9627,0.0853
20110211.0000,219.0000,0.9800,1.0899,0.9264,1.0700,13299.1700,0.9936,0.0456
20110212.0000,96.0000,1.0100,1.0800,0.9906,1.0799,4118.9200,1.0570,0.0280
20110213.0000,59.0000,1.0511,1.0800,1.0201,1.0500,3240.6400,1.0487,0.0203
20110214.0000,132.0000,1.0400,1.0800,1.0330,1.0700,7096.5480,1.0614,0.0155
20110215.0000,104.0000,1.0600,1.0850,1.0350,1.0500,8616.5770,1.0544,0.0141
20110216.0000,94.0000,1.0500,1.0502,1.0201,1.0450,7192.3750,1.0379,0.0085
20110217.0000,64.0000,1.0450,1.0502,1.0200,1.0400,4009.8440,1.0437,0.0097
20110218.0000,290.0000,1.0310,1.0402,0.7801,0.8989,36948.1500,0.8856,0.0866
20110219.0000,95.0000,0.8376,0.9800,0.8376,0.9490,3798.7080,0.9094,0.0312
20110220.0000,62.0000,0.9490,0.9490,0.8300,0.8500,9974.0460,0.8526,0.0259
20110221.0000,32.0000,0.8313,0.8796,0.8313,0.8345,1700.1210,0.8446,0.0154
20110222.0000,123.0000,0.8500,0.9500,0.8313,0.8702,12095.2600,0.8805,0.0370
20110223.0000,84.0000,0.9100,0.9450,0.8681,0.9000,6718.8720,0.9016,0.0231
20110224.0000,110.0000,0.9300,1.0000,0.9000,0.9974,13418.6800,0.9470,0.0304
20110225.0000,109.0000,0.9700,0.9998,0.9111,0.9111,4461.0610,0.9586,0.0251
20110226.0000,62.0000,0.9112,0.9700,0.9106,0.9580,4744.4060,0.9385,0.0181
20110227.0000,132.0000,0.9580,0.9580,0.8900,0.8900,23268.7500,0.9273,0.0213
20110228.0000,99.0000,0.8901,0.9200,0.8450,0.8600,4651.6740,0.8833,0.0248
20110301.0000,136.0000,0.8601,0.9700,0.8502,0.9202,22569.7800,0.9488,0.0260
20110302.0000,61.0000,0.9202,0.9400,0.9102,0.9399,2741.8730,0.9242,0.0118
20110303.0000,60.0000,0.9128,0.9399,0.9100,0.9391,2746.6700,0.9177,0.0134
20110304.0000,54.0000,0.9202,0.9391,0.9001,0.9010,2711.8850,0.9106,0.0101
20110305.0000,117.0000,0.9100,0.9189,0.8111,0.9103,12570.5800,0.8842,0.0275
20110306.0000,140.0000,0.9098,0.9098,0.8100,0.8999,12626.4900,0.8534,0.0288
20110307.0000,98.0000,0.8700,0.9090,0.8460,0.8850,15271.2600,0.8858,0.0187
20110308.0000,68.0000,0.8850,0.8850,0.8500,0.8700,4527.8510,0.8683,0.0115
20110309.0000,57.0000,0.8513,0.8700,0.8500,0.8645,4546.0460,0.8538,0.0080
20110310.0000,109.0000,0.8645,0.9329,0.8497,0.9329,8869.0130,0.8902,0.0268
20110311.0000,57.0000,0.8900,0.9250,0.8601,0.8800,3725.5120,0.8862,0.0219
20110312.0000,55.0000,0.8800,0.9197,0.8800,0.9180,4822.8290,0.8957,0.0120
20110313.0000,21.0000,0.9050,0.9180,0.8898,0.8925,660.3100,0.9017,0.0105
20110314.0000,57.0000,0.8925,0.9000,0.8800,0.8949,5269.2350,0.8875,0.0072
20110315.0000,47.0000,0.8949,0.8949,0.8700,0.8700,2732.1570,0.8804,0.0061
20110316.0000,128.0000,0.8710,0.8800,0.8360,0.8600,7929.6150,0.8527,0.0117
20110317.0000,103.0000,0.8450,0.8800,0.8100,0.8254,7159.7790,0.8440,0.0223
20110318.0000,123.0000,0.8499,0.8506,0.7100,0.8165,14226.2200,0.7712,0.0365
20110319.0000,98.0000,0.7800,0.7970,0.7313,0.7650,9875.0380,0.7552,0.0169
20110320.0000,71.0000,0.7630,0.7900,0.7402,0.7411,5815.3190,0.7743,0.0163
20110321.0000,93.0000,0.7614,0.7724,0.7405,0.7590,3695.9620,0.7523,0.0095
20110322.0000,154.0000,0.7590,0.8100,0.7405,0.8090,12147.7200,0.7820,0.0171
20110323.0000,190.0000,0.8100,0.8500,0.7800,0.8497,13262.2500,0.8316,0.0165
20110324.0000,184.0000,0.8320,0.9000,0.8266,0.8669,14009.3600,0.8751,0.0230
20110325.0000,97.0000,0.8669,0.8900,0.8610,0.8838,4819.4150,0.8768,0.0081
20110326.0000,153.0000,0.8837,0.9050,0.8410,0.8552,11756.4200,0.8719,0.0168
20110327.0000,106.0000,0.8290,0.8721,0.8152,0.8200,5337.1450,0.8317,0.0167
20110328.0000,127.0000,0.8200,0.8500,0.7600,0.7990,12565.1500,0.8071,0.0198
20110329.0000,173.0000,0.7989,0.7997,0.7648,0.7925,4215.0170,0.7858,0.0116
20110330.0000,86.0000,0.7925,0.7950,0.7660,0.7897,3218.2210,0.7868,0.0094
20110331.0000,129.0000,0.7897,0.8010,0.7680,0.7846,6875.0820,0.7897,0.0089
20110401.0000,88.0000,0.7846,0.7970,0.7741,0.7741,3186.7670,0.7794,0.0088
20110402.0000,95.0000,0.7750,0.7998,0.7741,0.7820,2493.5950,0.7881,0.0079
20110403.0000,71.0000,0.7820,0.7949,0.7770,0.7790,3931.3850,0.7821,0.0055
20110404.0000,361.0000,0.7800,0.7850,0.5619,0.6800,31155.4500,0.6950,0.0489
20110405.0000,339.0000,0.6800,0.7478,0.5800,0.7100,9730.3030,0.6704,0.0453
20110406.0000,191.0000,0.7477,0.7500,0.6902,0.7400,8703.9460,0.7197,0.0161
20110407.0000,284.0000,0.7480,0.7849,0.7205,0.7538,10832.9900,0.7549,0.0144
20110408.0000,174.0000,0.7538,0.7990,0.7309,0.7500,18207.3000,0.7609,0.0198
20110409.0000,156.0000,0.7500,0.7676,0.7205,0.7300,12119.3900,0.7377,0.0138
20110410.0000,90.0000,0.7500,0.7589,0.7100,0.7369,5348.9800,0.7378,0.0146
20110411.0000,286.0000,0.7369,0.7990,0.7103,0.7700,14645.9200,0.7685,0.0165
20110412.0000,706.0000,0.7787,0.8990,0.7703,0.8600,48417.6000,0.8537,0.0362
20110413.0000,436.0000,0.8600,1.0000,0.8600,0.9225,43397.5500,0.9325,0.0323
20110414.0000,497.0000,0.9390,1.0000,0.9100,1.0000,31111.8700,0.9528,0.0322
20110415.0000,750.0000,1.0000,1.0900,0.9110,0.9899,50304.6100,1.0037,0.0383
20110416.0000,660.0000,0.9841,1.0950,0.9541,1.0499,28869.2900,1.0425,0.0334
20110417.0000,597.0000,1.0480,1.1400,1.0255,1.1123,24225.6900,1.0768,0.0305
20110418.0000,586.0000,1.1389,1.1999,1.1103,1.1620,27478.6900,1.1483,0.0203
20110419.0000,438.0000,1.1618,1.1979,1.1436,1.1979,12556.7300,1.1772,0.0142
20110420.0000,498.0000,1.1810,1.1979,1.1300,1.1421,21344.9500,1.1568,0.0155
20110421.0000,505.0000,1.1421,1.2100,1.1400,1.2100,39295.6900,1.1794,0.0207
20110422.0000,975.0000,1.2100,1.4100,1.1890,1.4090,39415.3900,1.2921,0.0603
20110423.0000,1212.0000,1.3911,1.9500,1.3202,1.7001,66620.3500,1.5497,0.1615
20110424.0000,703.0000,1.7999,1.9500,1.6000,1.6301,21541.6900,1.6747,0.0592
20110425.0000,578.0000,1.6310,1.7010,1.5211,1.5590,13471.6000,1.5757,0.0461
20110426.0000,888.0000,1.5810,1.7949,1.5300,1.7949,24054.3100,1.6717,0.0738
20110427.0000,1224.0000,1.7810,1.9500,1.7200,1.9000,33055.2500,1.8878,0.0575
20110428.0000,2192.0000,1.8920,2.6500,1.6600,2.2106,100238.2000,2.0291,0.2408
20110429.0000,1567.0000,2.2110,2.9500,2.2100,2.8800,57577.3200,2.5870,0.2037
20110430.0000,1217.0000,2.8790,4.1500,2.7500,3.5000,65427.7900,3.2857,0.3982
20110501.0000,1029.0000,3.5000,3.8700,2.5000,3.0331,45772.0700,3.1356,0.2703
20110502.0000,548.0000,3.0988,3.4950,3.0290,3.2000,18333.8300,3.2411,0.1181
20110503.0000,650.0000,3.2000,3.4900,3.1100,3.4100,16919.1700,3.3209,0.1182
